datetime,charge_MW
10/03/2019 00:00,0
10/03/2019 00:30,0
10/03/2019 01:00,0
10/03/2019 01:30,0
10/03/2019 02:00,0
10/03/2019 02:30,0
10/03/2019 03:00,0
10/03/2019 03:30,0
10/03/2019 04:00,0
10/03/2019 04:30,0
10/03/2019 05:00,0
10/03/2019 05:30,0
10/03/2019 06:00,0
10/03/2019 06:30,0
10/03/2019 07:00,0.205065045
10/03/2019 07:30,0.290550291
10/03/2019 08:00,0.435561026
10/03/2019 08:30,0.698891455
10/03/2019 09:00,0.749186802
10/03/2019 09:30,0.82297535
10/03/2019 10:00,0.805382061
10/03/2019 10:30,0.887377167
10/03/2019 11:00,0.908450508
10/03/2019 11:30,0.986283302
10/03/2019 12:00,1.051110744
10/03/2019 12:30,1.066858292
10/03/2019 13:00,0.976575852
10/03/2019 13:30,0.935263824
10/03/2019 14:00,0.846955109
10/03/2019 14:30,0.333513173
10/03/2019 15:00,0
10/03/2019 15:30,-0.333022833
10/03/2019 16:00,-0.639643569
10/03/2019 16:30,-0.965045982
10/03/2019 17:00,-1.304755549
10/03/2019 17:30,-1.475564181
10/03/2019 18:00,-1.753613025
10/03/2019 18:30,-1.634100213
10/03/2019 19:00,-1.350607225
10/03/2019 19:30,-1.106179974
10/03/2019 20:00,-0.839378797
10/03/2019 20:30,-0.598088654
10/03/2019 21:00,0
10/03/2019 21:30,0
10/03/2019 22:00,0
10/03/2019 22:30,0
10/03/2019 23:00,0
10/03/2019 23:30,0
11/03/2019 00:00,0
11/03/2019 00:30,0
11/03/2019 01:00,0
11/03/2019 01:30,0
11/03/2019 02:00,0
11/03/2019 02:30,0
11/03/2019 03:00,0
11/03/2019 03:30,0
11/03/2019 04:00,0
11/03/2019 04:30,0
11/03/2019 05:00,0
11/03/2019 05:30,0
11/03/2019 06:00,0
11/03/2019 06:30,0
11/03/2019 07:00,0.155547309
11/03/2019 07:30,0.277975416
11/03/2019 08:00,0.504044867
11/03/2019 08:30,0.785431266
11/03/2019 09:00,0.681414485
11/03/2019 09:30,0.728802467
11/03/2019 10:00,0.811654687
11/03/2019 10:30,0.930514813
11/03/2019 11:00,0.977005291
11/03/2019 11:30,0.950517654
11/03/2019 12:00,0.962415719
11/03/2019 12:30,0.926518035
11/03/2019 13:00,0.843820953
11/03/2019 13:30,0.880864191
11/03/2019 14:00,0.652499056
11/03/2019 14:30,0.607298541
11/03/2019 15:00,0.323675251
11/03/2019 15:30,0
11/03/2019 16:00,-0.464741243
11/03/2019 16:30,-0.798699017
11/03/2019 17:00,-1.222524223
11/03/2019 17:30,-1.339074276
11/03/2019 18:00,-1.838267805
11/03/2019 18:30,-1.756713062
11/03/2019 19:00,-1.499985056
11/03/2019 19:30,-1.290525641
11/03/2019 20:00,-1.019391369
11/03/2019 20:30,-0.770078307
11/03/2019 21:00,0
11/03/2019 21:30,0
11/03/2019 22:00,0
11/03/2019 22:30,0
11/03/2019 23:00,0
11/03/2019 23:30,0
12/03/2019 00:00,0
12/03/2019 00:30,0
12/03/2019 01:00,0
12/03/2019 01:30,0
12/03/2019 02:00,0
12/03/2019 02:30,0
12/03/2019 03:00,0
12/03/2019 03:30,0
12/03/2019 04:00,0
12/03/2019 04:30,0
12/03/2019 05:00,0
12/03/2019 05:30,0
12/03/2019 06:00,0
12/03/2019 06:30,0
12/03/2019 07:00,0.017110646
12/03/2019 07:30,0.059181541
12/03/2019 08:00,0.104012042
12/03/2019 08:30,0.197443843
12/03/2019 09:00,0.199145406
12/03/2019 09:30,0.257030785
12/03/2019 10:00,0.519679844
12/03/2019 10:30,0.721381167
12/03/2019 11:00,0.994223038
12/03/2019 11:30,0.780489901
12/03/2019 12:00,1.197804073
12/03/2019 12:30,0.964938322
12/03/2019 13:00,1.252078691
12/03/2019 13:30,1.172106663
12/03/2019 14:00,1.096885601
12/03/2019 14:30,0.914785663
12/03/2019 15:00,1.551702774
12/03/2019 15:30,-0.188323834
12/03/2019 16:00,-0.443823008
12/03/2019 16:30,-0.799356705
12/03/2019 17:00,-1.217440928
12/03/2019 17:30,-1.348747561
12/03/2019 18:00,-1.746041693
12/03/2019 18:30,-1.691983918
12/03/2019 19:00,-1.495820831
12/03/2019 19:30,-1.269110703
12/03/2019 20:00,-1.022041207
12/03/2019 20:30,-0.777309613
12/03/2019 21:00,0
12/03/2019 21:30,0
12/03/2019 22:00,0
12/03/2019 22:30,0
12/03/2019 23:00,0
12/03/2019 23:30,0
13/03/2019 00:00,0
13/03/2019 00:30,0
