datetime,charge_MW,Task,runID,runDateTime,D,k,taskForecastDemandMW,taskNetDemandMW,taskForecsatPVMW,taskBatteryNetMW,taksSoCMWh,taskBatteryDischargeMW,taskBatteryChargeMW,taskGridTopUpMW,taskChargePV,TaskChargeGrid
2018-10-16 00:00:00,0,1,1,21/02/2021 09:00,1,1,1.795316547,1.795316547,0,0,0,0,0,0,0,0
2018-10-16 00:30:00,0,1,1,22/02/2021 09:00,1,2,1.727146173,1.727146173,0,0,0,0,0,0,0,0
2018-10-16 01:00:00,0,1,1,23/02/2021 09:00,1,3,1.642624701,1.642624701,0,0,0,0,0,0,0,0
2018-10-16 01:30:00,0,1,1,24/02/2021 09:00,1,4,1.597198594,1.597198594,0,0,0,0,0,0,0,0
2018-10-16 02:00:00,0,1,1,25/02/2021 09:00,1,5,1.586730771,1.586730771,0,0,0,0,0,0,0,0
2018-10-16 02:30:00,0,1,1,26/02/2021 09:00,1,6,1.554900683,1.554900683,0,0,0,0,0,0,0,0
2018-10-16 03:00:00,0,1,1,27/02/2021 09:00,1,7,1.540029154,1.540029154,0,0,0,0,0,0,0,0
2018-10-16 03:30:00,0,1,1,28/02/2021 09:00,1,8,1.519210166,1.519210166,0,0,0,0,0,0,0,0
2018-10-16 04:00:00,0,1,1,01/03/2021 09:00,1,9,1.627144791,1.627144791,0,0,0,0,0,0,0,0
2018-10-16 04:30:00,0,1,1,02/03/2021 09:00,1,10,1.753069521,1.753069521,0,0,0,0,0,0,0,0
2018-10-16 05:00:00,0,1,1,03/03/2021 09:00,1,11,2.203663246,2.203663246,0,0,0,0,0,0,0,0
2018-10-16 05:30:00,0,1,1,04/03/2021 09:00,1,12,2.523866585,2.523866585,0,0,0,0,0,0,0,0
2018-10-16 06:00:00,0,1,1,05/03/2021 09:00,1,13,2.980209414,2.980209414,0,0,0,0,0,0,0,0
2018-10-16 06:30:00,0,1,1,06/03/2021 09:00,1,14,3.216092839,3.216092839,0,0,0,0,0,0,0,0
2018-10-16 07:00:00,0,1,1,07/03/2021 09:00,1,15,3.302639063,3.302639063,0,0,0,0,0,0,0,0
2018-10-16 07:30:00,0,1,1,08/03/2021 09:00,1,16,3.317161117,3.317161117,0,0,0,0,0,0,0,0
2018-10-16 08:00:00,0,1,1,09/03/2021 09:00,1,17,3.277859924,3.277859924,0.103343649,0,0,0,0,0,0,0
2018-10-16 08:30:00,0,1,1,10/03/2021 09:00,1,18,3.259734746,3.259734746,0.163783752,0,0,0,0,0,0,0
2018-10-16 09:00:00,0,1,1,11/03/2021 09:00,1,19,3.144807164,3.144807164,0.461403795,0,0,0,0,0,0,0
2018-10-16 09:30:00,0,1,1,12/03/2021 09:00,1,20,3.101377104,3.101377104,0.475586481,0,0,0,0,0,0,0
2018-10-16 10:00:00,-0.283062615,1,1,13/03/2021 09:00,1,21,3.019623941,3.302686556,1.143687335,0.283062615,0.141531308,0,-0.283062615,0,-0.283062615,0
2018-10-16 10:30:00,-0.277536134,1,1,14/03/2021 09:00,1,22,2.998766933,3.276303067,1.121358117,0.277536134,0.280299375,0,-0.277536134,0,-0.277536134,0
2018-10-16 11:00:00,-0.410636006,1,1,15/03/2021 09:00,1,23,2.85229265,3.262928656,1.659135379,0.410636006,0.485617378,0,-0.410636006,0,-0.410636006,0
2018-10-16 11:30:00,-1.283506485,1,1,16/03/2021 09:00,1,24,2.831273788,4.114780273,1.71134198,1.283506485,1.12737062,0,-1.283506485,0,-1.283506485,0
2018-10-16 12:00:00,-1.423161044,1,1,17/03/2021 09:00,1,25,2.653574312,4.076735356,1.897548059,1.423161044,1.838951142,0,-1.423161044,0,-1.423161044,0
2018-10-16 12:30:00,-1.386930056,1,1,18/03/2021 09:00,1,26,2.612504367,3.999434423,1.849240075,1.386930056,2.532416171,0,-1.386930056,0,-1.386930056,0
2018-10-16 13:00:00,-1.839081072,1,1,19/03/2021 09:00,1,27,2.608727105,4.447808177,2.452108096,1.839081072,3.451956707,0,-1.839081072,0,-1.839081072,0
2018-10-16 13:30:00,-1.831163048,1,1,20/03/2021 09:00,1,28,2.599438325,4.430601373,2.44155073,1.831163048,4.36753823,0,-1.831163048,0,-1.831163048,0
2018-10-16 14:00:00,-1.621122211,1,1,21/03/2021 09:00,1,29,2.706076814,4.327199025,2.161496281,1.621122211,5.178099336,0,-1.621122211,0,-1.621122211,0
2018-10-16 14:30:00,-1.614421053,1,1,22/03/2021 09:00,1,30,2.836211014,4.450632067,2.152561404,1.614421053,5.985309862,0,-1.614421053,0,-1.614421053,0
2018-10-16 15:00:00,-0.029380276,1,1,23/03/2021 09:00,1,31,3.151639182,3.181019458,1.912198688,0.029380276,6,0,-0.029380276,0,-0.029380276,0
2018-10-16 15:30:00,0.803203356,1,1,24/03/2021 09:00,1,32,3.396707324,2.593503968,1.920436064,-0.803203356,5.598398322,0.803203356,0,0,0,0
2018-10-16 16:00:00,1.190142201,1,1,25/03/2021 09:00,1,33,3.783646169,2.593503968,1.067793829,-1.190142201,5.003327222,1.190142201,0,0,0,0
2018-10-16 16:30:00,1.238969766,1,1,26/03/2021 09:00,1,34,3.832473734,2.593503968,1.027729866,-1.238969766,4.383842339,1.238969766,0,0,0,0
2018-10-16 17:00:00,1.372454904,1,1,27/03/2021 09:00,1,35,3.965958872,2.593503968,0.236724799,-1.372454904,3.697614887,1.372454904,0,0,0,0
2018-10-16 17:30:00,1.382164991,1,1,28/03/2021 09:00,1,36,3.975668959,2.593503968,0.2299146,-1.382164991,3.006532392,1.382164991,0,0,0,0
2018-10-16 18:00:00,1.356603311,1,1,29/03/2021 09:00,1,37,3.950107279,2.593503968,0.024824503,-1.356603311,2.328230737,1.356603311,0,0,0,0
2018-10-16 18:30:00,1.283157889,1,1,30/03/2021 09:00,1,38,3.876661857,2.593503968,0.024824503,-1.283157889,1.686651793,1.283157889,0,0,0,0
2018-10-16 19:00:00,1.211632572,1,1,31/03/2021 09:00,1,39,3.80513654,2.593503968,0,-1.211632572,1.080835507,1.211632572,0,0,0,0
2018-10-16 19:30:00,1.043046449,1,1,01/04/2021 09:00,1,40,3.636550417,2.593503968,0,-1.043046449,0.559312283,1.043046449,0,0,0,0
2018-10-16 20:00:00,0.665162295,1,1,02/04/2021 09:00,1,41,3.258666263,2.593503968,0,-0.665162295,0.226731135,0.665162295,0,0,0,0
2018-10-16 20:30:00,0.453462271,1,1,03/04/2021 09:00,1,42,3.046966239,2.593503968,0,-0.453462271,3.10862E-15,0.453462271,0,0,0,0
2018-10-16 21:00:00,0,1,1,04/04/2021 09:00,1,43,2.717141072,2.717141072,0,0,3.10862E-15,0,0,0,0,0
2018-10-16 21:30:00,0,1,1,05/04/2021 09:00,1,44,2.453820395,2.453820395,0,0,3.10862E-15,0,0,0,0,0
2018-10-16 22:00:00,0,1,1,06/04/2021 09:00,1,45,2.140536382,2.140536382,0,0,3.10862E-15,0,0,0,0,0
2018-10-16 22:30:00,0,1,1,07/04/2021 09:00,1,46,1.876891847,1.876891847,0,0,3.10862E-15,0,0,0,0,0
2018-10-16 23:00:00,0,1,1,08/04/2021 09:00,1,47,1.837627134,1.837627134,0,0,3.10862E-15,0,0,0,0,0
2018-10-16 23:30:00,0,1,1,09/04/2021 09:00,1,48,1.74862399,1.74862399,0,0,3.10862E-15,0,0,0,0,0
2018-10-17 00:00:00,0,1,1,10/04/2021 09:00,2,1,1.79385304,1.79385304,0,0,3.10862E-15,0,0,0,0,0
2018-10-17 00:30:00,0,1,1,11/04/2021 09:00,2,2,1.726001133,1.726001133,0,0,3.10862E-15,0,0,0,0,0
2018-10-17 01:00:00,0,1,1,12/04/2021 09:00,2,3,1.640992693,1.640992693,0,0,3.10862E-15,0,0,0,0,0
2018-10-17 01:30:00,0,1,1,13/04/2021 09:00,2,4,1.595885054,1.595885054,0,0,3.10862E-15,0,0,0,0,0
2018-10-17 02:00:00,0,1,1,14/04/2021 09:00,2,5,1.586563017,1.586563017,0,0,3.10862E-15,0,0,0,0,0
2018-10-17 02:30:00,0,1,1,15/04/2021 09:00,2,6,1.555297995,1.555297995,0,0,3.10862E-15,0,0,0,0,0
