datetime,charge_MW
18/12/2019 00:00,0
18/12/2019 00:30,0
18/12/2019 01:00,0
18/12/2019 01:30,0
18/12/2019 02:00,0
18/12/2019 02:30,0
18/12/2019 03:00,0
18/12/2019 03:30,0
18/12/2019 04:00,0
18/12/2019 04:30,0
18/12/2019 05:00,0
18/12/2019 05:30,0
18/12/2019 06:00,0.000892977
18/12/2019 06:30,0.000190743
18/12/2019 07:00,0
18/12/2019 07:30,0.025227646
18/12/2019 08:00,0.040244111
18/12/2019 08:30,0.338065973
18/12/2019 09:00,0.413010365
18/12/2019 09:30,0.523741917
18/12/2019 10:00,1.070698024
18/12/2019 10:30,1.110143636
18/12/2019 11:00,1.210501839
18/12/2019 11:30,1.148602189
18/12/2019 12:00,1.611584725
18/12/2019 12:30,1.344995427
18/12/2019 13:00,1.041965954
18/12/2019 13:30,0.868075184
18/12/2019 14:00,0.637764893
18/12/2019 14:30,0.368395636
18/12/2019 15:00,0.245898761
18/12/2019 15:30,-0.415028078
18/12/2019 16:00,-0.91878471
18/12/2019 16:30,-1.266452033
18/12/2019 17:00,-1.613999629
18/12/2019 17:30,-1.576214437
18/12/2019 18:00,-1.540892339
18/12/2019 18:30,-1.359999526
18/12/2019 19:00,-1.154626401
18/12/2019 19:30,-0.948555922
18/12/2019 20:00,-0.728997593
18/12/2019 20:30,-0.476449332
18/12/2019 21:00,0
18/12/2019 21:30,0
18/12/2019 22:00,0
18/12/2019 22:30,0
18/12/2019 23:00,0
18/12/2019 23:30,0
19/12/2019 00:00,0
19/12/2019 00:30,0
19/12/2019 01:00,0
19/12/2019 01:30,0
19/12/2019 02:00,0
19/12/2019 02:30,0
19/12/2019 03:00,0
19/12/2019 03:30,0
19/12/2019 04:00,0
19/12/2019 04:30,0
19/12/2019 05:00,0
19/12/2019 05:30,0
19/12/2019 06:00,0
19/12/2019 06:30,0
19/12/2019 07:00,0
19/12/2019 07:30,0
19/12/2019 08:00,0
19/12/2019 08:30,0.114365034
19/12/2019 09:00,0.470926581
19/12/2019 09:30,0.663256042
19/12/2019 10:00,0.807923006
19/12/2019 10:30,0.900861806
19/12/2019 11:00,1.466561186
19/12/2019 11:30,1.712486333
19/12/2019 12:00,1.217997399
19/12/2019 12:30,1.267365789
19/12/2019 13:00,0.949734771
19/12/2019 13:30,0.852924523
19/12/2019 14:00,0.786615694
