datetime,charge_MW
2020-07-03 00:00:00,0
2020-07-03 00:30:00,0
2020-07-03 01:00:00,0
2020-07-03 01:30:00,0
2020-07-03 02:00:00,0
2020-07-03 02:30:00,0
2020-07-03 03:00:00,0
2020-07-03 03:30:00,0
2020-07-03 04:00:00,0
2020-07-03 04:30:00,0
2020-07-03 05:00:00,0
2020-07-03 05:30:00,0
2020-07-03 06:00:00,0.162847687
2020-07-03 06:30:00,0.271992749
2020-07-03 07:00:00,0.392847584
2020-07-03 07:30:00,0.566551394
2020-07-03 08:00:00,0.544868125
2020-07-03 08:30:00,0.635252769
2020-07-03 09:00:00,0.708465831
2020-07-03 09:30:00,0.696546009
2020-07-03 10:00:00,0.696700129
2020-07-03 10:30:00,0.686874334
2020-07-03 11:00:00,0.756450936
2020-07-03 11:30:00,0.794949342
2020-07-03 12:00:00,0.837868928
2020-07-03 12:30:00,0.837970717
2020-07-03 13:00:00,0.845233425
2020-07-03 13:30:00,0.845270968
2020-07-03 14:00:00,0.819892018
2020-07-03 14:30:00,0.771473834
2020-07-03 15:00:00,0.127943219
2020-07-03 15:30:00,-1.070935433
2020-07-03 16:00:00,-1.127402642
2020-07-03 16:30:00,-1.283260488
2020-07-03 17:00:00,-1.302889223
2020-07-03 17:30:00,-1.277049863
2020-07-03 18:00:00,-1.174818079
2020-07-03 18:30:00,-1.13506183
2020-07-03 19:00:00,-1.062135598
2020-07-03 19:30:00,-0.987068677
2020-07-03 20:00:00,-0.829196039
2020-07-03 20:30:00,-0.750182129
2020-07-03 21:00:00,0
2020-07-03 21:30:00,0
2020-07-03 22:00:00,0
2020-07-03 22:30:00,0
2020-07-03 23:00:00,0
2020-07-03 23:30:00,0
2020-07-04 00:00:00,0
2020-07-04 00:30:00,0
2020-07-04 01:00:00,0
2020-07-04 01:30:00,0
2020-07-04 02:00:00,0
2020-07-04 02:30:00,0
2020-07-04 03:00:00,0
2020-07-04 03:30:00,0
2020-07-04 04:00:00,0
2020-07-04 04:30:00,0
2020-07-04 05:00:00,0
2020-07-04 05:30:00,0
2020-07-04 06:00:00,0.098076999
2020-07-04 06:30:00,0.21164919
2020-07-04 07:00:00,0.258046694
2020-07-04 07:30:00,0.322054933
2020-07-04 08:00:00,0.377040954
2020-07-04 08:30:00,0.455441127
2020-07-04 09:00:00,0.743000718
2020-07-04 09:30:00,0.761540455
2020-07-04 10:00:00,0.892321997
2020-07-04 10:30:00,0.918358636
2020-07-04 11:00:00,0.890526381
2020-07-04 11:30:00,0.890645549
2020-07-04 12:00:00,0.768535038
2020-07-04 12:30:00,0.768654205
2020-07-04 13:00:00,0.628664475
2020-07-04 13:30:00,0.605426236
2020-07-04 14:00:00,0.923041882
2020-07-04 14:30:00,0.812821012
2020-07-04 15:00:00,0.674153518
2020-07-04 15:30:00,-0.95174413
2020-07-04 16:00:00,-1.107471642
2020-07-04 16:30:00,-1.239314859
2020-07-04 17:00:00,-1.286228598
2020-07-04 17:30:00,-1.2713949
2020-07-04 18:00:00,-1.185301267
2020-07-04 18:30:00,-1.144221223
2020-07-04 19:00:00,-1.073305857
2020-07-04 19:30:00,-1.006454065
2020-07-04 20:00:00,-0.90412813
2020-07-04 20:30:00,-0.83043533
2020-07-04 21:00:00,0
2020-07-04 21:30:00,0
2020-07-04 22:00:00,0
2020-07-04 22:30:00,0
2020-07-04 23:00:00,0
2020-07-04 23:30:00,0
2020-07-05 00:00:00,0
2020-07-05 00:30:00,0
2020-07-05 01:00:00,0
