datetime,charge_MW
2018-07-23 00:00:00,0
2018-07-23 00:30:00,0
2018-07-23 01:00:00,0
2018-07-23 01:30:00,0
2018-07-23 02:00:00,0
2018-07-23 02:30:00,0
2018-07-23 03:00:00,0
2018-07-23 03:30:00,0
2018-07-23 04:00:00,0
2018-07-23 04:30:00,0
2018-07-23 05:00:00,0
2018-07-23 05:30:00,0
2018-07-23 06:00:00,0
2018-07-23 06:30:00,0
2018-07-23 07:00:00,-0.404364814
2018-07-23 07:30:00,-0.41537202
2018-07-23 08:00:00,-0.559355055
2018-07-23 08:30:00,-0.59476353
2018-07-23 09:00:00,-0.682186801
2018-07-23 09:30:00,-0.722274116
2018-07-23 10:00:00,-0.729238748
2018-07-23 10:30:00,-0.7518774
2018-07-23 11:00:00,-0.773212487
2018-07-23 11:30:00,-0.816699573
2018-07-23 12:00:00,-0.85943717
2018-07-23 12:30:00,-0.892458523
2018-07-23 13:00:00,-0.950850792
2018-07-23 13:30:00,-0.944771671
2018-07-23 14:00:00,-0.935273593
2018-07-23 14:30:00,-0.845157492
2018-07-23 15:00:00,-0.122706215
2018-07-23 15:30:00,0.825740339
2018-07-23 16:00:00,1.148356853
2018-07-23 16:30:00,1.166541769
2018-07-23 17:00:00,1.328014284
2018-07-23 17:30:00,1.312096261
2018-07-23 18:00:00,1.213411813
2018-07-23 18:30:00,1.146094343
2018-07-23 19:00:00,1.063618792
2018-07-23 19:30:00,1.019581273
2018-07-23 20:00:00,0.934128595
2018-07-23 20:30:00,0.842415679
2018-07-23 21:00:00,0
2018-07-23 21:30:00,0
2018-07-23 22:00:00,0
2018-07-23 22:30:00,0
2018-07-23 23:00:00,0
2018-07-23 23:30:00,0
2018-07-24 00:00:00,0
2018-07-24 00:30:00,0
2018-07-24 01:00:00,0
2018-07-24 01:30:00,0
2018-07-24 02:00:00,0
2018-07-24 02:30:00,0
2018-07-24 03:00:00,0
2018-07-24 03:30:00,0
2018-07-24 04:00:00,0
2018-07-24 04:30:00,0
2018-07-24 05:00:00,0
2018-07-24 05:30:00,0
2018-07-24 06:00:00,0
2018-07-24 06:30:00,0
2018-07-24 07:00:00,-0.402386224
2018-07-24 07:30:00,-0.426937394
2018-07-24 08:00:00,-0.535839227
2018-07-24 08:30:00,-0.568769981
2018-07-24 09:00:00,-0.730181928
2018-07-24 09:30:00,-0.777906685
2018-07-24 10:00:00,-0.888522764
2018-07-24 10:30:00,-0.914258616
2018-07-24 11:00:00,-0.913924008
2018-07-24 11:30:00,-0.942452055
2018-07-24 12:00:00,-0.972771466
2018-07-24 12:30:00,-1.030506883
2018-07-24 13:00:00,-0.991674102
2018-07-24 13:30:00,-0.999693469
2018-07-24 14:00:00,-0.904175198
2018-07-24 14:30:00,0
2018-07-24 15:00:00,0
2018-07-24 15:30:00,0.904670589
2018-07-24 16:00:00,1.141162348
2018-07-24 16:30:00,1.176210367
2018-07-24 17:00:00,1.320015466
2018-07-24 17:30:00,1.286982096
2018-07-24 18:00:00,1.246966188
2018-07-24 18:30:00,1.137207232
2018-07-24 19:00:00,1.03320042
2018-07-24 19:30:00,0.986452452
2018-07-24 20:00:00,0.943626386
2018-07-24 20:30:00,0.823506461
2018-07-24 21:00:00,0
2018-07-24 21:30:00,0
2018-07-24 22:00:00,0
2018-07-24 22:30:00,0
2018-07-24 23:00:00,0
2018-07-24 23:30:00,0
2018-07-25 00:00:00,0
2018-07-25 00:30:00,0
2018-07-25 01:00:00,0
2018-07-25 01:30:00,0
2018-07-25 02:00:00,0
2018-07-25 02:30:00,0
2018-07-25 03:00:00,0
2018-07-25 03:30:00,0
2018-07-25 04:00:00,0
2018-07-25 04:30:00,0
2018-07-25 05:00:00,0
2018-07-25 05:30:00,0
2018-07-25 06:00:00,0
2018-07-25 06:30:00,0
2018-07-25 07:00:00,-0.314076174
2018-07-25 07:30:00,-0.338627344
2018-07-25 08:00:00,-0.451092928
2018-07-25 08:30:00,-0.484023682
2018-07-25 09:00:00,-0.635406186
2018-07-25 09:30:00,-0.683130991
2018-07-25 10:00:00,-0.820851844
2018-07-25 10:30:00,-0.846587744
2018-07-25 11:00:00,-0.863448727
2018-07-25 11:30:00,-0.891976822
2018-07-25 12:00:00,-0.939957284
2018-07-25 12:30:00,-0.999367183
2018-07-25 13:00:00,-1.037577835
2018-07-25 13:30:00,-1.053152124
2018-07-25 14:00:00,-1.001964121
2018-07-25 14:30:00,-0.638759011
2018-07-25 15:00:00,0
2018-07-25 15:30:00,0.779393849
2018-07-25 16:00:00,1.140277852
2018-07-25 16:30:00,1.187994626
2018-07-25 17:00:00,1.270118192
2018-07-25 17:30:00,1.245217368
2018-07-25 18:00:00,1.202136568
2018-07-25 18:30:00,1.167180067
2018-07-25 19:00:00,1.063434374
2018-07-25 19:30:00,1.021666995
2018-07-25 20:00:00,1.019548871
2018-07-25 20:30:00,0.902982985
2018-07-25 21:00:00,0
2018-07-25 21:30:00,0
2018-07-25 22:00:00,0
2018-07-25 22:30:00,0
2018-07-25 23:00:00,0
2018-07-25 23:30:00,0
2018-07-26 00:00:00,0
2018-07-26 00:30:00,0
2018-07-26 01:00:00,0
2018-07-26 01:30:00,0
2018-07-26 02:00:00,0
2018-07-26 02:30:00,0
2018-07-26 03:00:00,0
2018-07-26 03:30:00,0
2018-07-26 04:00:00,0
2018-07-26 04:30:00,0
2018-07-26 05:00:00,0
2018-07-26 05:30:00,0
2018-07-26 06:00:00,-0.203575762
2018-07-26 06:30:00,-0.276804024
2018-07-26 07:00:00,-0.480531092
2018-07-26 07:30:00,-0.584773965
2018-07-26 08:00:00,-0.743584242
2018-07-26 08:30:00,-0.814844988
2018-07-26 09:00:00,-0.851799326
2018-07-26 09:30:00,-0.906908163
2018-07-26 10:00:00,-0.994768829
2018-07-26 10:30:00,-1.015162618
2018-07-26 11:00:00,-1.083884419
2018-07-26 11:30:00,-1.122353667
2018-07-26 12:00:00,-1.168808127
2018-07-26 12:30:00,-1.128257432
2018-07-26 13:00:00,-0.623943346
2018-07-26 13:30:00,0
2018-07-26 14:00:00,0
2018-07-26 14:30:00,0
2018-07-26 15:00:00,0
2018-07-26 15:30:00,0.918810447
2018-07-26 16:00:00,1.185025787
2018-07-26 16:30:00,1.222066636
2018-07-26 17:00:00,1.268228382
2018-07-26 17:30:00,1.253761396
2018-07-26 18:00:00,1.224329937
2018-07-26 18:30:00,1.170816779
2018-07-26 19:00:00,1.064363354
2018-07-26 19:30:00,1.020789285
2018-07-26 20:00:00,0.912962455
2018-07-26 20:30:00,0.758845546
2018-07-26 21:00:00,0
2018-07-26 21:30:00,0
2018-07-26 22:00:00,0
2018-07-26 22:30:00,0
2018-07-26 23:00:00,0
2018-07-26 23:30:00,0
2018-07-27 00:00:00,0
2018-07-27 00:30:00,0
2018-07-27 01:00:00,0
2018-07-27 01:30:00,0
2018-07-27 02:00:00,0
2018-07-27 02:30:00,0
2018-07-27 03:00:00,0
2018-07-27 03:30:00,0
2018-07-27 04:00:00,0
2018-07-27 04:30:00,0
2018-07-27 05:00:00,0
2018-07-27 05:30:00,0
2018-07-27 06:00:00,-0.249784981
2018-07-27 06:30:00,-0.363114375
2018-07-27 07:00:00,-0.630805934
2018-07-27 07:30:00,-0.677531969
2018-07-27 08:00:00,-0.698184271
2018-07-27 08:30:00,-0.731407415
2018-07-27 09:00:00,-0.789948956
2018-07-27 09:30:00,-0.83137402
2018-07-27 10:00:00,-0.742959151
2018-07-27 10:30:00,-0.77648924
2018-07-27 11:00:00,-0.864313533
2018-07-27 11:30:00,-0.908219327
2018-07-27 12:00:00,-0.793930099
2018-07-27 12:30:00,-0.855905076
2018-07-27 13:00:00,-0.914525745
2018-07-27 13:30:00,-0.91610646
2018-07-27 14:00:00,-0.25539945
2018-07-27 14:30:00,0
2018-07-27 15:00:00,0
2018-07-27 15:30:00,1.043988608
2018-07-27 16:00:00,1.224957459
2018-07-27 16:30:00,1.270554822
2018-07-27 17:00:00,1.258380462
2018-07-27 17:30:00,1.180721173
2018-07-27 18:00:00,1.153163471
2018-07-27 18:30:00,1.144582669
2018-07-27 19:00:00,0.997369181
2018-07-27 19:30:00,0.962757405
2018-07-27 20:00:00,0.94530456
2018-07-27 20:30:00,0.818167739
2018-07-27 21:00:00,0
2018-07-27 21:30:00,0
2018-07-27 22:00:00,0
2018-07-27 22:30:00,0
2018-07-27 23:00:00,0
2018-07-27 23:30:00,0
2018-07-28 00:00:00,0
2018-07-28 00:30:00,0
2018-07-28 01:00:00,0
2018-07-28 01:30:00,0
2018-07-28 02:00:00,0
2018-07-28 02:30:00,0
2018-07-28 03:00:00,0
2018-07-28 03:30:00,0
2018-07-28 04:00:00,0
2018-07-28 04:30:00,0
2018-07-28 05:00:00,0
2018-07-28 05:30:00,0
2018-07-28 06:00:00,-0.222051205
2018-07-28 06:30:00,-0.249031627
2018-07-28 07:00:00,-0.432965165
2018-07-28 07:30:00,-0.574585762
2018-07-28 08:00:00,-0.605244433
2018-07-28 08:30:00,-0.630918074
2018-07-28 09:00:00,-0.665215309
2018-07-28 09:30:00,-0.746070988
2018-07-28 10:00:00,-0.763149762
2018-07-28 10:30:00,-0.808153531
2018-07-28 11:00:00,-0.917282056
2018-07-28 11:30:00,-0.953661267
2018-07-28 12:00:00,-1.035867581
2018-07-28 12:30:00,-1.04623487
2018-07-28 13:00:00,-1.096380526
2018-07-28 13:30:00,-1.086060299
2018-07-28 14:00:00,-0.16712755
2018-07-28 14:30:00,0
2018-07-28 15:00:00,0
2018-07-28 15:30:00,1.086139311
2018-07-28 16:00:00,1.219755726
2018-07-28 16:30:00,1.246479417
2018-07-28 17:00:00,1.327474237
2018-07-28 17:30:00,1.220467725
2018-07-28 18:00:00,1.140792045
2018-07-28 18:30:00,1.132493373
2018-07-28 19:00:00,1.016110867
2018-07-28 19:30:00,0.95504175
2018-07-28 20:00:00,0.884944208
2018-07-28 20:30:00,0.770255279
2018-07-28 21:00:00,0
2018-07-28 21:30:00,0
2018-07-28 22:00:00,0
2018-07-28 22:30:00,0
2018-07-28 23:00:00,0
2018-07-28 23:30:00,0
2018-07-29 00:00:00,0
2018-07-29 00:30:00,0
2018-07-29 01:00:00,0
2018-07-29 01:30:00,0
2018-07-29 02:00:00,0
2018-07-29 02:30:00,0
2018-07-29 03:00:00,0
2018-07-29 03:30:00,0
2018-07-29 04:00:00,0
2018-07-29 04:30:00,0
2018-07-29 05:00:00,0
2018-07-29 05:30:00,0
2018-07-29 06:00:00,0
2018-07-29 06:30:00,0
2018-07-29 07:00:00,0
2018-07-29 07:30:00,0
2018-07-29 08:00:00,-0.521118611
2018-07-29 08:30:00,-0.742010057
2018-07-29 09:00:00,-0.797594279
2018-07-29 09:30:00,-0.947894521
2018-07-29 10:00:00,-1.027462905
2018-07-29 10:30:00,-1.048528017
2018-07-29 11:00:00,-1.168353214
